titulo,autores,fonte,ano,citacoes,resumo,link,pdf_url,pdf_local
GEOGRAFIA NA EDUCAÇÃO BÁSICA–AREAS COM RISCO DE INUNDAÇÃO NO MUNICÍPIO,FCP Tiago,- academia.edu,,0,"… e Biologia, realizada com duas turmas do 2 ano doEnsinoMédioIntegradodo CEFET-MG, …O emprego degeotecnologiase demais ferramentas acessíveis (sensoriamento remoto, …",https://www.academia.edu/download/116390758/artigo_Geotecnologias_no_ensino_de_Geografia_na_Ed_Basica.pdf,https://www.academia.edu/download/116390758/artigo_Geotecnologias_no_ensino_de_Geografia_na_Ed_Basica.pdf,
USO DA TECNOLOGIA COMO RECURSO DIDÁTICO NO ENSINO DE GEOGRAFIA NO INSTITUTO FEDERAL DO PARÁ,"CP da Conceição, LF de Sena Silva, LM da Luz - editorarealize.com.br",,,0,"… executada no Programa de Residência Pedagógica durante o 1 semestre letivo no InstitutoFederal do Pará – Campus Belém, com a turma de 1 ano doensinomédiointegradoao …",https://www.editorarealize.com.br/editora/anais/enalic/2023/TRABALHO_COM_IDENT_EV190_MD3_ID8869_TB1766_04102023001831.pdf,https://www.editorarealize.com.br/editora/anais/enalic/2023/TRABALHO_COM_IDENT_EV190_MD3_ID8869_TB1766_04102023001831.pdf,/home/lifa/resultados_geo_emi/pdfs/0020_USO DA TECNOLOGIA COMO RECURSO DIDÁTICO NO ENSINO DE GEOGRAFIA NO INSTITUTO FEDE.pdf
O USO DO SOFTWARE GOOGLE EARTH PRO COMO RECURSO DIDÁTICO NAS AULAS DE GEOGRAFIA DO PRIMEIRO ANO DO ENSINO MÉDIODO IFPI …,FW de Araujo Sousa,- researchgate.net,,0,"… Asgeotecnologias, o que inclui as imagens de satélites e alguns programas, constituem …, com turmas do 1º a 3º ano doEnsinoMédioIntegrado. A instituição também conta com os …",https://www.researchgate.net/profile/Francisco-Wellington-De-Araujo-Sousa/publication/372230404_O_USO_DO_SOFTWARE_GOOGLE_EARTH_PRO_COMO_RECURSO_DIDATICO_NAS_AULAS_DE_GEOGRAFIA_DO_PRIMEIRO_ANO_DO_ENSINO_MEDIODO_IFPI_CAMPUS_OEIRAS/links/64aab53bc41fb852dd6118c4/O-USO-DO-SOFTWARE-GOOGLE-EARTH-PRO-COMO-RECURSO-DIDATICO-NAS-AULAS-DE-GEOGRAFIA-DO-PRIMEIRO-ANO-DO-ENSINO-MEDIODO-IFPI-CAMPUS-OEIRAS.pdf,https://www.researchgate.net/profile/Francisco-Wellington-De-Araujo-Sousa/publication/372230404_O_USO_DO_SOFTWARE_GOOGLE_EARTH_PRO_COMO_RECURSO_DIDATICO_NAS_AULAS_DE_GEOGRAFIA_DO_PRIMEIRO_ANO_DO_ENSINO_MEDIODO_IFPI_CAMPUS_OEIRAS/links/64aab53bc41fb852dd6118c4/O-USO-DO-SOFTWARE-GOOGLE-EARTH-PRO-COMO-RECURSO-DIDATICO-NAS-AULAS-DE-GEOGRAFIA-DO-PRIMEIRO-ANO-DO-ENSINO-MEDIODO-IFPI-CAMPUS-OEIRAS.pdf,
GEOGRÁFICA SIGNIFICATIVA,GAAOT DE CAMPO - cartografia.org.br,,,0,… deGeotecnologiasassociadas à Cartografia no processo de Letramento Geográfico. …pedagógicos das aulas de Geografia doEnsinoMédioIntegrado(Técnico em Meio Ambiente). …,http://www.cartografia.org.br/cbc/trabalhos/7/494/CT07-25_1506800129.pdf,http://www.cartografia.org.br/cbc/trabalhos/7/494/CT07-25_1506800129.pdf,/home/lifa/resultados_geo_emi/pdfs/0025_GEOGRÁFICA SIGNIFICATIVA.pdf
UNIVERSIDADE TECNOLÓGICA INTERCONTINENTAL-UTIC FACULDADE DE CIÊNCIAS HUMANAS E CIÊNCIAS EXATAS-FACHCE MESTRADO EM …,RA CAVALCANTE - utic.edu.py,,,0,"… Procurou-se também compreender como asgeotecnologias… o uso adequado dasgeotecnologiasno ensino da Geografia, … em três turmas doEnsinoMédioIntegradono IFPA …",https://www.utic.edu.py/repositorio/Tesis/Postgrado/MICT/RAQUEL%20ALVES%20CAVALCANTE.pdf,https://www.utic.edu.py/repositorio/Tesis/Postgrado/MICT/RAQUEL%20ALVES%20CAVALCANTE.pdf,/home/lifa/resultados_geo_emi/pdfs/0032_UNIVERSIDADE TECNOLÓGICA INTERCONTINENTAL-UTIC FACULDADE DE CIÊNCIAS HUMANAS E C.pdf
O LUGAR DA PESQUISA NA EDUCAÇÃO,RPDES MOREIRA,- cdi.uneb.br,,0,… para modalidades doEnsinoMédioIntegrado(áreas de … as turmas doEnsinoMédioIntegradopredominante de um … uma concepção de que asgeotecnologiassão geradas pelo …,http://www.cdi.uneb.br/site/wp-content/uploads/2016/02/ROSANGELA-PATR%C3%8DCIA-DE-SOUSA-MOREIRA.pdf,http://www.cdi.uneb.br/site/wp-content/uploads/2016/02/ROSANGELA-PATR%C3%8DCIA-DE-SOUSA-MOREIRA.pdf,/home/lifa/resultados_geo_emi/pdfs/0040_O LUGAR DA PESQUISA NA EDUCAÇÃO.pdf
GEOPOSSÍVEL,"ÉA DE OLIVEIRA, FDACP TIAGO, AM CAMPOS… - academia.edu",,,0,"… As vivências orientadas para os alunos do 2º ano (seis turmas) doEnsinoMédioIntegradodo CEFET – MG tiveram, como marco inicial, outras narrativas verossímeis a partir dos “…",https://www.academia.edu/download/115553718/livro_Grupo_Geopossivel.pdf,https://www.academia.edu/download/115553718/livro_Grupo_Geopossivel.pdf,
[CITAÇÃO] [C] A RÁDIO DA ESCOLA NA ESCOLA DA RÁDIO: EDUCAÇÃO GEOGRÁFICA E AS TIC NAS ASPIRAÇÕES E TRANSPIRAÇÕES DO LUGAR ROSANGELA …,KSS ARAÚJO,,,0,,,,
A IMPORTÂNCIA DOS RECURSOS DIDÁTICOS NA PERSPECTIVA DO ENSINO/APRENDIZAGEM EM GEOGRAFIA: RELATO DE EXPERIÊNCIA COMO …,HM de Sena - III Simpósio de Ensino de Geografia - iiisimpeg.wordpress.com,,,0,"… de 153 questionários para alunos doensinomédiointegradono Instituto Federal do Piauí,… Dessa forma, é importante frisar a importância dasgeotecnologiasno ensino por aproximar …",https://iiisimpeg.wordpress.com/wp-content/uploads/2017/11/anais-completo-iii-simpeg.pdf#page=92,https://iiisimpeg.wordpress.com/wp-content/uploads/2017/11/anais-completo-iii-simpeg.pdf#page=92,/home/lifa/resultados_geo_emi/pdfs/0046_A IMPORTÂNCIA DOS RECURSOS DIDÁTICOS NA PERSPECTIVA DO ENSINO_APRENDIZAGEM EM GE.pdf
CAMPUS UNIVERSITÁRIO DO CEDETEG SETOR DE CIÊNCIAS AGRÁRIAS E AMBIENTAIS–SEAA/G PROGRAMA DE PÓS-GRADUAÇÃO EM GEOGRAFIA …,"J MORITZ, MLNAG ESCOLAR - researchgate.net",,,0,"… Unicentro, no Instituto Federal do Paraná (IFPR), campus Umuarama, envolvendo 27estudantes doEnsinoMédioIntegrado. As atividades incluíram investigação do espaço vivido, …",https://www.researchgate.net/profile/Jaqueline-Moritz/publication/404191224_MULTIPLAS_LINGUAGENS_NA_GEOGRAFIA_ESCOLAR_CONTRIBUICOES_PARA_O_DESENVOLVIMENTO_DO_PENSAMENTO_GEOGRAFICO_E_ATUACAO_CIDADA/links/69ecb627751e8801513d71eb/MULTIPLAS-LINGUAGENS-NA-GEOGRAFIA-ESCOLAR-CONTRIBUICOES-PARA-O-DESENVOLVIMENTO-DO-PENSAMENTO-GEOGRAFICO-E-ATUACAO-CIDADA.pdf,https://www.researchgate.net/profile/Jaqueline-Moritz/publication/404191224_MULTIPLAS_LINGUAGENS_NA_GEOGRAFIA_ESCOLAR_CONTRIBUICOES_PARA_O_DESENVOLVIMENTO_DO_PENSAMENTO_GEOGRAFICO_E_ATUACAO_CIDADA/links/69ecb627751e8801513d71eb/MULTIPLAS-LINGUAGENS-NA-GEOGRAFIA-ESCOLAR-CONTRIBUICOES-PARA-O-DESENVOLVIMENTO-DO-PENSAMENTO-GEOGRAFICO-E-ATUACAO-CIDADA.pdf,
[CITAÇÃO] [C] O PROJETO A RADIO DA ESCOLA NA ESCOLA DA RÁDIO NO IFBA CAMPUS VALENÇA POTENCIALIZANDO E POSSIBILITANDO O ENTENDIMENTO …,RPDES MOREIRA,", KSS ARAÚJO",,0,,,,
A RELEVÂNCIA DO OLHAR GEOGRÁFICO PARA AS METODOLOGIAS ATIVAS NO ENSINO DA GEOGRAFIA FÍSICA,"MTG de Sousa, ABLF Dias, RF da Silva, DL dos Santos… - editorarealize.com.br",,,0,"… para melhorar o ensino da Geografia Física como o uso de geozines, oficinas de solo, decartografia, o estudo do meio, a rotação por estações e a integração com asgeotecnologias. …",https://www.editorarealize.com.br/editora/anais/sbgfa/2024/TRABALHO_COMPLETO_EV206_MD1_ID89_TB125_21082024160735.pdf,https://www.editorarealize.com.br/editora/anais/sbgfa/2024/TRABALHO_COMPLETO_EV206_MD1_ID89_TB125_21082024160735.pdf,/home/lifa/resultados_geo_emi/pdfs/0051_A RELEVÂNCIA DO OLHAR GEOGRÁFICO PARA AS METODOLOGIAS ATIVAS NO ENSINO DA GEOGRA.pdf
MESTRADO EM EDUCAÇÃO CÂMPUS DE FREDERICO WESTPHALEN ÁREA DE CONCENTRAÇÃO EM EDUCAÇÃO,MADER FURTADO - ppgedu.fw.uri.br,,,0,…geotecnologiascomo instrumentos pedagógicos no ensino da geografia no primeiro anodoEnsinoMédioIntegrado… Outro trabalho relevante “Asgeotecnologiasno ensino de …,https://ppgedu.fw.uri.br/storage/siteda4b9237bacccdf19c0760cab7aec4a8359010b0/dissertacoes/discente273/arq_1702666076.pdf,https://ppgedu.fw.uri.br/storage/siteda4b9237bacccdf19c0760cab7aec4a8359010b0/dissertacoes/discente273/arq_1702666076.pdf,/home/lifa/resultados_geo_emi/pdfs/0056_MESTRADO EM EDUCAÇÃO CÂMPUS DE FREDERICO WESTPHALEN ÁREA DE CONCENTRAÇÃO EM EDUC.pdf
"UNIVERSIDADE TIRADENTES–UNIT PRÓ-REITORIA DE PÓS-GRADUAÇÃO, PESQUISA E EXTENSÃO-PPGPE PROGRAMA DE PÓS-GRADUAÇÃO EM …",IS ALBUQUERQUE - mestrados.unit.br,,,0,"… Assim, em 2011, após ser aprovada em um concurso para a Rede Federal de Ensino, passeia lecionar Geografia em turmas doensinomédiointegradoe em um curso de licenciatura. …",https://mestrados.unit.br/pped/wp-content/uploads/sites/2/2025/05/Versao-atualizada_Tese-de-ISABELA-SANTOS-ALBUQUERQUE_UNIT_PDF.pdf,https://mestrados.unit.br/pped/wp-content/uploads/sites/2/2025/05/Versao-atualizada_Tese-de-ISABELA-SANTOS-ALBUQUERQUE_UNIT_PDF.pdf,
PROJETO PEDAGÓGICO DO CURSO TÉCNICO EM AGROPECUÁRIA,"CIAOE MÉDIO, G DO NORTE-MT - sig.ifsudestemg.edu.br",,,0,"… Nesta perspectiva, oensinomédiointegradoaparece como uma importante proposta paraqualificar a educação básica, considerando o grande número de jovens com direito a cursar …",https://sig.ifsudestemg.edu.br/sigaa/verProducao?idProducao=2214684&key=3105c65f847cdd902213d1adbaab3f35,https://sig.ifsudestemg.edu.br/sigaa/verProducao?idProducao=2214684&key=3105c65f847cdd902213d1adbaab3f35,
PROJETO PEDAGÓGICO DE CURSO DE GRADUAÇÃO,"GLDEOE ÓRGÃOS, DOC DE VINCULAÇÃO… - unicentro.br",,,0,"… entender antes o significado doensinomédiointegrado, que, de acordo com FRIGOTTO(2005, p. 15): “(...) podemos qualificar oensinomédiointegradocomo uma proposta de „…",https://www3.unicentro.br/proen/wp-content/uploads/sites/41/2022/12/PPC-Geografia_lic-2023.pdf,https://www3.unicentro.br/proen/wp-content/uploads/sites/41/2022/12/PPC-Geografia_lic-2023.pdf,/home/lifa/resultados_geo_emi/pdfs/0073_PROJETO PEDAGÓGICO DE CURSO DE GRADUAÇÃO.pdf
ENADE: o caso do curso superior de Tecnologia em Gestão Ambiental do IFRS–Campus Porto Alegre,CM Escott,", LC Furquim, AF Cristani - repositorio.ufba.br",,0,"… da biodiversidade e áreas protegidas;Geotecnologias; Licenciamento ambiental; Avaliaçãode … RAMOS, VS Oensinomédiointegradoe a bolsa-formação estudante do Pronatec no …",https://repositorio.ufba.br/handle/ri/31137,https://repositorio.ufba.br/ri/bitstream/ri/31137/1/ENADE-O-CASO-DO-CURSO-SUPERIOR-DE-TECNOLOGIA-EM-GEST%C3%83O-AMBIENTAL-DO-IFRS%E2%80%93CAMPUS-PORTO-ALEGRE.pdf,/home/lifa/resultados_geo_emi/pdfs/0075_ENADE_ o caso do curso superior de Tecnologia em Gestão Ambiental do IFRS–Campus.pdf
PRÓ-REITORIA DE PESQUISA E PÓS-GRADUAÇÃO PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO E ENSINO DE CIÊNCIAS NA AMAZÔNIA …,EDONS DE OLIVEIRA - pos.uea.edu.br,,,0,"O estudante brasileiro levará em torno de 12 (doze) anos para concluir a sua caminhada noensino básico. Ao longo deste percurso, será guiado por documentos específicos ao ciclo …",https://pos.uea.edu.br/data/area/titulado/download/124-4.pdf,https://pos.uea.edu.br/data/area/titulado/download/124-4.pdf,
"ET 01-A Geomorfologia no contexto das mudanças ambientais: novos avanços teóricos, tecnológicos e no campo das aplicações.","POREHNOA DE, BDA SÃO JOÃO… - sbgfa.com.br",,,0,…GEOTECNOLOGIASE CLIMA URBANO NA AMAZÔNIA: UMA ANÁLISE EM CANAÃ DOS… ET 06 - AsGeotecnologiase os novos avanços no campo da análise espacial e geográfica …,https://sbgfa.com.br/evento/gerenciador-arquivo/files/67084e931df03.pdf,https://sbgfa.com.br/evento/gerenciador-arquivo/files/67084e931df03.pdf,
RESOLUCAO Nº89/2025/CAMEN/IFSULDEMINAS,"EMI tuto Federal, C de Educação, TS de Minas Gerais… - portal.ifsuldeminas.edu.br",,,0,"… , uma vez que a aplicação dasgeotecnologiasé essencial em diversos setores 4 construção… , preservando os princípios que orientam a formação integral noEnsinoMédioIntegrado. …",https://portal.ifsuldeminas.edu.br/images/Resolu%C3%A7%C3%B5es_Camen/2025/Resolu%C3%A7%C3%A3o_CAMEN_89_2025.pdf,https://portal.ifsuldeminas.edu.br/images/Resolu%C3%A7%C3%B5es_Camen/2025/Resolu%C3%A7%C3%A3o_CAMEN_89_2025.pdf,/home/lifa/resultados_geo_emi/pdfs/0081_RESOLUCAO Nº89_2025_CAMEN_IFSULDEMINAS.pdf
TECNOLOGIA EM GESTÃO AMBIENTAL,CSÃOJ DEL-REI - ifsudestemg.edu.br,,,0,"… também a criação dos cursos:EnsinoMédioIntegradoem Meio Ambiente e do Ensino …sustentável; • Manipular, gerar e analisar dados espaciais obtidos por meio deGeotecnologias; …",https://www.ifsudestemg.edu.br/convocacoes/sjdr/conselho-de-campus/2024/reuniao-ordinaria-do-conselho-de-campus-dia-06-03-2024/2-1-1-anexo-ppc-gestao-ambiental.pdf,https://www.ifsudestemg.edu.br/convocacoes/sjdr/conselho-de-campus/2024/reuniao-ordinaria-do-conselho-de-campus-dia-06-03-2024/2-1-1-anexo-ppc-gestao-ambiental.pdf,/home/lifa/resultados_geo_emi/pdfs/0094_TECNOLOGIA EM GESTÃO AMBIENTAL.pdf
YAGO DE SOUZA VERLING,ZADOTF DA - researchgate.net,,,0,"A bacia hidrográfica do rio Itabapoana é caracterizada pela sua complexidade e instabilidadeambiental, devido aos seus mais variados processos naturais. Estes processos ocorrem …",https://www.researchgate.net/profile/Yago-Verling/publication/377655911_YAGO_DE_SOUZA_VERLING_ZONEAMENTO_AMBIENTAL_DO_TRECHO_FLUMINENSE_DA_BACIA_HIDROGRAFICA_DO_RIO_ITABAPOANA_-_BRASIL/links/65b1166c8c1a4a6d1d1c6db1/YAGO-DE-SOUZA-VERLING-ZONEAMENTO-AMBIENTAL-DO-TRECHO-FLUMINENSE-DA-BACIA-HIDROGRAFICA-DO-RIO-ITABAPOANA-BRASIL.pdf,https://www.researchgate.net/profile/Yago-Verling/publication/377655911_YAGO_DE_SOUZA_VERLING_ZONEAMENTO_AMBIENTAL_DO_TRECHO_FLUMINENSE_DA_BACIA_HIDROGRAFICA_DO_RIO_ITABAPOANA_-_BRASIL/links/65b1166c8c1a4a6d1d1c6db1/YAGO-DE-SOUZA-VERLING-ZONEAMENTO-AMBIENTAL-DO-TRECHO-FLUMINENSE-DA-BACIA-HIDROGRAFICA-DO-RIO-ITABAPOANA-BRASIL.pdf,
RESOLUCAO Nº88/2025/CAMEN/IFSULDEMINAS,MR Machado - portal.ifsuldeminas.edu.br,,,0,"… Nesse sentido, a organização curricular proposta busca fortalecer a integração formativa,preservando os princípios que orientam a formação integral noEnsinoMédioIntegrado. …",https://portal.ifsuldeminas.edu.br/images/Resolu%C3%A7%C3%B5es_Camen/2025/Resolu%C3%A7%C3%A3o_CAMEN_88_2025.pdf,https://portal.ifsuldeminas.edu.br/images/Resolu%C3%A7%C3%B5es_Camen/2025/Resolu%C3%A7%C3%A3o_CAMEN_88_2025.pdf,/home/lifa/resultados_geo_emi/pdfs/0102_RESOLUCAO Nº88_2025_CAMEN_IFSULDEMINAS.pdf
XIII SEMANA DE INICIAÇÃO CIENTÍFICA UNIVERSIDADE REGIONAL DO CARIRI-URCA,PRÓRDEE DE GRADUAÇÃO… - academia.edu,,,0,"No contexto da universidade a pesquisa se faz coextensiva a todos os âmbitos e seorganiza em linhas programático-institucionais, obra coletiva da continuidade necessária ao …",https://www.academia.edu/download/24730248/livroprogramacao-xiiisemanaic-urca.pdf,https://www.academia.edu/download/24730248/livroprogramacao-xiiisemanaic-urca.pdf,
CAPÍTULO 5 ANÁLISE DO COMPORTAMENTO DE MORADORES QUANTO À DISPOSIÇÃO DE RESÍDUOS EM UM BAIRRO NA CIDADE DE MANAUS–AM,"A de Jesus Bentes,",ÁL Viana,,0,"No Brasil são produzidos cerca de 78, 4 milhões de toneladas de Resíduos Sólidos UrbanosRSU, cuja geração per capita varia de acordo com o aporte populacional de cada cidade. …",https://www.academia.edu/download/94696947/LIVRO_DESAFIOS_PARA_A_SUSTENTABILIDADE_URBANA_NAS_CIDADES_BRASILEIRAS.pdf#page=65,https://www.academia.edu/download/94696947/LIVRO_DESAFIOS_PARA_A_SUSTENTABILIDADE_URBANA_NAS_CIDADES_BRASILEIRAS.pdf#page=65,
USOS E POTENCIALIDADES DAS NARRATIVAS DIGITAIS NA FORMAÇÃO DE PROFESSORES DE GEOGRAFIA–UMA EXPERIÊNCIA NO ESTÁGIO …,"EECÀ VERSÃO, AJAF DE ARAUJO, EOPPDRA TÂNIA… - repositorio.unicamp.br",,,0,"… na contemporaneidade a partir da perspectiva dos novos letramentos e multiletramentos,considerando diferentes aplicações e fenômenos socioespaciais ligados àsgeotecnologias. …",https://repositorio.unicamp.br/Busca/Download?codigoArquivo=502163&tipoMidia=0,https://repositorio.unicamp.br/Busca/Download?codigoArquivo=502163&tipoMidia=0,
NOME TITULO_TRABALHO MODALIDADE,"C ASSIS, O SOARES, P CEFET, A XAVIER, D GARCIA… - projetos.extras.ufg.br",,,0,"… As instituições da rede federal de educação tecnológica, originalmente escolas deensinomédiointegradoao técnico foram reestruturadas ao longo de várias décadas (Escolas de …",http://projetos.extras.ufg.br/conpeex/2008/Conteudo/PDF/PIBIC_CEFET.pdf,http://projetos.extras.ufg.br/conpeex/2008/Conteudo/PDF/PIBIC_CEFET.pdf,/home/lifa/resultados_geo_emi/pdfs/0110_NOME TITULO_TRABALHO MODALIDADE.pdf
"123-AVALIAÇÃO DE CONDUTA DE MANEJO DE DUNAS FRONTAIS SOB A LUZ DE UM INSTRUMENTO DE GESTÃO EM IMBÉ, LITORAL DO RIO GRANDE …","E MARCADELLA, EM CARDOZO… - ANAIS DO XV … - encogerco.org.br",,,0,"O Plano de Manejo de Dunas de Imbé, documento publicado em 2012, traz uma análiseabrangente sobre os aspectos ambientais e sociais pertinentes ao ambiente de dunas ao …",https://encogerco.org.br/wp-content/uploads/2026/01/Livro-de-Resumos-Final.pdf#page=87,https://encogerco.org.br/wp-content/uploads/2026/01/Livro-de-Resumos-Final.pdf#page=87,/home/lifa/resultados_geo_emi/pdfs/0112_123-AVALIAÇÃO DE CONDUTA DE MANEJO DE DUNAS FRONTAIS SOB A LUZ DE UM INSTRUMENTO.pdf
[CITAÇÃO] [C] POLÍTICAS Y DE LA COMUNICACIÓN DOCTORADO EN CIENCIAS DE LA EDUCACIÓN,ALDAC DE LÓPEZ,,,0,,,,
Educação ambiental: Responsabilidade para,"G Seabra,",I Mendonça,,0,"Assembléia Geral das Nações Unidas elegeu 2011 como o Ano Internacional das Florestas.Coincidentemente, neste mesmo ano, o Congresso Nacional emerge como cenário para …",https://www.researchgate.net/profile/Livia-Feitosa-4/publication/323316918_A_Gestao_Ambiental_Participativa_como_Estrategia_do_Desenvolvimento_Local_o_Semiarido_Pernambucano/links/5a8d71d60f7e9b27c5b4b30d/A-Gestao-Ambiental-Participativa-como-Estrategia-do-Desenvolvimento-Local-o-Semiarido-Pernambucano.pdf,https://www.researchgate.net/profile/Livia-Feitosa-4/publication/323316918_A_Gestao_Ambiental_Participativa_como_Estrategia_do_Desenvolvimento_Local_o_Semiarido_Pernambucano/links/5a8d71d60f7e9b27c5b4b30d/A-Gestao-Ambiental-Participativa-como-Estrategia-do-Desenvolvimento-Local-o-Semiarido-Pernambucano.pdf,
